what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"win32",1303761884788
arch,sysinfo,,,"x86_64",1303761884788
ws,sysinfo,,,"win32",1303761884788
locale,sysinfo,,,"en_US",1303761884788
processors,sysinfo,,,"4",1303761884788
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1303761884788
java.runtime.version,sysinfo,,,"1.6.0_24-b07",1303761884788
java.specification.name,sysinfo,,,"Java Platform API Specification",1303761884788
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1303761884788
java.specification.version,sysinfo,,,"1.6",1303761884788
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1303761884788
java.version,sysinfo,,,"1.6.0_24",1303761884788
java.vm.info,sysinfo,,,"mixed mode",1303761884788
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1303761884788
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1303761884788
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1303761884788
java.vm.specification.version,sysinfo,,,"1.0",1303761884788
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1303761884788
java.vm.version,sysinfo,,,"19.1-b02",1303761884788
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1303761891361
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1303761895269
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303761895613
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303762096892
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303762114286
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303762167806
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303762168357
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1303762177032
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303762177082
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1303762177092
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303762178126
