1.27074963645525	1
2.18945202672585	12
2.99192800764668	1
4.10498948573805	6
4.97372235207338	3
5.18288142497071	5
6.33777313833717	5
6.34120553965412	5
7.90740077356856	5
8.38357619955247	3
10.2213058282327	4
12.7401351883327	5
12.9826787079927	0
14.8763924299438	7
15.9754660634517	2
16.4563332276722	2
19.9962950048051	0
20.2834913616566	5
23.7872249085257	4
24.5878858575377	7
26.45314484209	3
30.8533824799812	6
30.9782174055891	4
32.8964280331465	2
33.4890602847847	3
33.7969241382366	2
33.9129284467602	3
34.5186809084006	3
35.6857884921863	8
35.7485432756794	4
36.0096340817523	3
36.3007676285741	0
36.3794376940588	3
36.7057003571333	0
37.3074253038802	5
37.8972026497449	2
38.0744487194408	3
38.7988570853361	9
39.6307320856889	4
42.5725908731327	1
43.5069907760359	4
43.9144410427588	0
44.0936880146359	2
44.1929015085953	0
46.6616864470604	3
47.27043748128	0
48.6292161457081	6
49.2140693622039	5
49.7331244867842	5
50.7409523987294	5
51.0248680392035	4
56.9506153667305	6
57.2103953583547	3
59.7115809185829	5
63.703204815341	2
63.8738015394328	4
64.8534175207535	7
66.3173337332978	1
66.4541035343822	2
67.1813448833662	3
67.9521436304926	3
68.0908740822774	3
68.7472958611852	2
69.140319026044	3
69.4296519794138	6
69.5880701552314	3
70.7666365597122	1
70.9684480936438	2
71.3811673263329	4
72.0587843967917	6
72.7233214996466	0
72.8514395637341	5
72.8618313358206	5
76.0362377776703	9
77.7942643528708	8
78.8792013186553	3
81.8492896379592	6
82.5605160069897	1
82.926458524547	1
83.0585327634753	0
83.366588659926	6
83.7126120574463	1
84.0740724373645	5
85.5735108761716	6
86.0114663980549	1
86.5873987576851	9
87.087615308547	8
87.1557078369788	8
87.466307114469	4
88.9976339115462	2
90.5498103875253	3
90.5809309925087	3
92.2735074683492	4
92.3698100252025	7
92.8994997885147	3
93.5875250978155	5
94.1094525231409	3
94.4261994899879	7
94.6162157980138	2
96.1825682742971	5
96.5742455933841	3
97.5008476162447	5
97.6906446085663	3
98.7579742141645	5
99.8546398135933	2
0.596063530900973	1
3.94733021816208	3
4.35897761606267	3
4.81311377658781	4
5.21240130039384	3
7.76474734681612	3
8.00910089679859	0
8.08165113314703	1
10.1292827326361	5
10.4124972620418	4
10.9830780949596	7
13.8346161678706	1
14.9101170704445	0
15.6043553759057	8
15.9067493600975	7
16.3403938961737	9
17.9755308513208	2
19.6865802490831	4
22.042254502107	6
22.2266481133435	3
22.8194127595968	1
23.2350493590455	11
23.7361088134279	3
24.9383985271243	2
25.5530121352305	5
30.7341741273131	1
31.3676057118351	5
32.0697836820841	2
33.3541575070464	2
33.6526951586192	6
34.2322426277706	1
34.6019186120756	5
35.4638994349584	3
36.4600309114664	4
37.179493852791	12
37.3643567376812	11
37.6641472004357	9
38.8620596650339	3
39.1547597871216	2
39.8424253890409	5
40.0565999612907	1
40.1482599284866	4
40.9215678987078	2
41.030826906513	1
41.6651193447679	1
42.2474551354241	7
43.885912940127	0
44.3299989722868	4
44.949567374246	12
45.737072153961	1
47.6466160213713	3
49.8709077594177	5
50.252507384287	8
50.567645702248	12
51.3825379138149	3
51.8004293886143	6
52.368146824355	12
52.5564985550811	5
54.6469747371382	8
54.752731109238	6
58.6942987101483	5
60.8953437769011	6
62.2203229732	1
63.2738733691907	1
63.5117769628113	3
64.2687492125936	6
66.0881539080703	1
67.9736725183578	6
68.5352199473387	5
68.8057971684875	2
69.7790494808532	8
70.0211711691635	7
72.1978942592967	7
73.0282413364351	10
73.6590779705463	4
74.1973936376099	4
74.7554871218979	6
77.0644416585818	5
78.3626820357481	2
79.2174287866737	2
80.2216154587743	7
80.3511621094671	4
80.7054997757353	2
81.1796074366986	2
81.578780972634	2
82.0407277643554	0
86.6610488853847	8
86.7301063717246	6
89.0207059903581	4
89.3374951594947	4
90.3256298905588	0
91.558814192408	2
93.2872637090025	7
93.4852344257896	3
94.5570814282717	4
94.9939699731523	2
96.0125077096904	3
96.7280944067704	3
96.9355484699611	4
99.2102599551974	1
100.331501253573	3
104.837829794214	1
105.830835376658	7
106.79061437409	3
107.730656433489	2
109.730932219125	1
109.939260757138	5
111.676111909386	6
112.319216408139	2
112.604340715636	2
112.698442645984	3
112.907276969516	1
113.220055118428	2
113.441891521807	3
114.076519428012	4
114.714723147786	6
117.085182170968	1
117.829778335294	1
118.345083499982	1
119.86025940819	4
119.874477796911	4
121.528800561342	1
121.556553805229	2
121.719277412684	3
122.019531309128	3
123.073062855696	5
125.795368994061	5
125.821332038844	5
126.394353480986	2
126.516793937394	0
127.454654326188	1
128.496896309265	3
128.617671392469	3
131.121530877889	13
131.332623816406	2
131.964997274262	8
132.003004287079	10
132.003539461575	10
132.300866991411	5
132.456114465556	4
132.879466385187	2
133.185882448212	2
133.77931594594	9
134.835854606572	5
135.047024153644	11
135.172423601674	7
136.794028275171	2
137.262127070276	5
137.26507087332	3
137.573205404513	2
141.291504299181	15
144.497207684321	0
145.970104485649	0
146.659012867297	3
147.934021269172	10
148.124732367279	9
148.150834256346	11
152.374840856335	2
152.826266562986	0
154.92837301035	2
155.351375674688	1
